Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2,Nama Fasilitas,Jenis,Status,Sampahmasuk (ton/thn),Sampahmasuk Landfill (ton/thn),Sampah Organikterolah (ton/thn),Sampah An-Organikterolah (ton/thn),RecoveryPemulung (ton/thn),Energi(MW),Alamat,Kelurahan,Kecamatan,Pengelola,Luas (hektar),Sistem Operasional,Luas Landfill Aktif (m2),Pencatatan,Jembatan Timbang,Penutupan Sampah Zona Aktif,Jml Sumur Pantau,IPL,Jml Uji Lindi,Ada Drainase,Pemanfaatan Gas Metana,Jumlah KK yang memanfaatkan gas Metana,Tahun Awal Operasi,Tahun Akhir Operasi,Ada Data SIPSN,Ada Data TPA
2025,Jawa Timur,Kab. Sampang,,,,,,,,,,,,TPA Gunung Maddah,TPA Pemda (Non Regional),A,12410.0,11096.0,365.0,584.0,365.0,0.0,desa Gunung Maddah,Gunung Maddah,Sampang,Pemda DATI II,5.0,Control Landfill,5000.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Gas Metana dibakar.,,2000.0,2025.0,False,True
2025,Jawa Timur,Kab. Sidoarjo,325676.56,0.0,0.0,208854.48,64.13,208854.48,64.13,0.0,10272.04,3.15,P 1,TPA Griyo Mulyo,TPA Pemda (Non Regional),A,195602.82,194288.09,154.23,186.85,973.64,0.0,Jl. Raya Kalisogo RT 03 / RW 02,Desa Kupang,Jabon,Pemda DATI II,28.62,Control Landfill,35000.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",11.0,ADA,Tidak ada. Gas Metana dibakar.,,2005.0,,True,True
2025,Jawa Timur,Kab. Situbondo,93669.45,3403.75,3.63,61747.29,65.92,65151.04,69.55,143.34,6267.29,6.84,P 1,TPA Sliwung,TPA Pemda (Non Regional),A,54677.0,19491.0,19819.5,8030.0,7336.5,0.0,Sliwung RT 6 RW 3,Sliwung,Panji,Tidak Diketahui,51.0,Control Landfill,8904.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Untuk Energi Listrik,30.0,1990.0,,True,True
2025,Jawa Timur,Kab. Trenggalek,110056.26,10722.85,9.74,48143.0,43.74,58865.85,53.49,9982.02,10730.5,18.82,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Timur,Kab. Tuban,194138.51,11821.54,6.09,105253.4,54.22,117074.94,60.3,11523.12,34078.4,23.49,P 1,TPA Gunung Panggung,TPA Pemda (Non Regional),A,72270.0,59495.0,2190.0,3285.0,7300.0,0.0,Jl. Kebersihan,Gedongombo,Semanding,Pemda DATI II,3.8,Control Landfill,10000.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Untuk Bahan Bakar,,2011.0,2025.0,True,True
2025,Jawa Timur,Kota Batu,44582.56,20.4,0.05,28754.3,64.5,28774.7,64.54,0.0,14852.88,33.32,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Timur,Kota Kediri,64911.66,61.38,0.09,60814.28,93.69,60875.66,93.78,54.26,3545.78,5.55,P 1,TPA  KLOTOK KOTA KEDIRI,TPA Pemda (Non Regional),A,57991.2,57918.2,73.0,0.0,0.0,0.0,POJOK,POJOK,MOJOROTO,Tidak Diketahui,0.0,Open Dumping,21100.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Dua Minggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,,,True,True
2025,Jawa Timur,Kota Madiun,40660.71,40.23,0.1,8314.69,20.45,8354.93,20.55,14.6,7949.69,19.59,P 1,TPA Winongo,TPA Pemda (Non Regional),A,31795.15,30762.2,54.75,0.0,978.2,0.0,Ring road barat,Winongo,Manguharjo,Pemda DATI II,6.0,Open Dumping,7920.97,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Sebulan Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1.0,ADA,Untuk Bahan Bakar,250.0,,2019.0,True,True
2025,Jawa Timur,Kota Malang,267230.53,815.68,0.31,263666.03,98.67,264481.71,98.97,806.47,84587.9,31.96,P 1,TPA SUPITURANG,TPA Pemda (Non Regional),A,179078.13,179078.13,0.0,0.0,0.0,0.0,JL. TERUSAN RAWISARI NO. 01 RT 10 W 5,MULYOREJO,SUKUN,Pemda DATI II,3.0,Sanitary Landfill,130000.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,2-3x Seminggu,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,1993.0,,True,True
2025,Jawa Timur,Kota Mojokerto,25964.64,1760.95,6.78,2589.27,9.97,4350.21,16.75,131.4,2589.27,10.48,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Timur,Kota Pasuruan,54541.33,0.0,0.0,50623.58,92.82,50623.58,92.82,0.0,10995.53,20.16,P 1,TPA BLANDONGAN,TPA Pemda (Non Regional),A,38408.95,38295.28,1.83,0.0,111.85,0.0,"Jl. Jelakrejo, Tambak, Blandongan, Kec. Bugulkidul, Kota Pasuruan, Jawa Timur 67128",BLANDONGAN,BUGUL KIDUL,Pemda DATI II,6.63,Control Landfill,10041.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",2.0,ADA,Untuk Bahan Bakar,110.0,,,True,True
2025,Jawa Timur,Kota Probolinggo,44604.46,204.83,0.46,34320.44,76.94,34525.27,77.4,191.83,7327.59,16.86,P 1,TPA Bestari,TPA Pemda (Non Regional),A,26992.85,25897.85,182.5,0.0,912.5,0.0,Jl. Anggrek No 15,SUKABUMI,MAYANGAN,Pemda DATI II,4.0,Control Landfill,10000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,2-3x Seminggu,5.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",255.0,ADA,Tidak ada. Melepas gas Metana ke udara.,1.0,2014.0,,True,True
2025,Jawa Timur,Kota Surabaya,660946.82,1827.83,0.28,653346.41,98.85,655174.23,99.13,1679.0,58011.27,9.03,P 1,TPA Benowo,TPA Pemda (Non Regional),A,234021.39,234021.39,0.0,0.0,0.0,0.0,Romokalisari - Benowo,Romokalisari,Benowo,Pemda DATI II,37.4,Sanitary Landfill,136331.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Setiap Hari,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Untuk Energi Listrik,,2012.0,,True,True
2025,Kalimantan Barat,Kab. Bengkayang,44299.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,TPA Magmagan,TPA Pemda (Non Regional),A,7227.0,7227.0,0.0,0.0,0.0,0.0,Magmagan,Magmagan Karya,Lumar,Pemda DATI II,5.0,Open Dumping,50000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Kapuas Hulu,50550.31,3.0,0.01,0.0,0.0,3.0,0.01,0.0,0.0,0.0,P 1,TPA SIBAU HULU,TPA Pemda (Non Regional),A,9719.95,8854.9,0.0,0.0,865.05,0.0,Jalan Lintas Kalimantan Poros Utara,,,Pemda DATI II,1.0,Open Dumping,10000.0,Manual Book,Tidak Ada,Dua Minggu Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,1.0,TIDAK ADA,Tidak ada. Gas Metana dibakar.,,2005.0,2020.0,True,True
2025,Kalimantan Barat,Kab. Kayong Utara,24653.38,0.0,0.0,777.17,3.15,777.17,3.15,0.0,777.17,3.15,P 1,Tempat Pembuangan Akhir,TPA Pemda (Non Regional),A,4745.37,4562.87,0.0,0.0,182.5,0.0,Desa Pampang Harapan,,,Pemda DATI II,0.0,Open Dumping,2.7,Manual Book,Tidak Ada,Tidak Ditutup,2.0,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Ketapang,109479.93,0.0,0.0,714.73,0.65,714.73,0.65,0.0,714.73,0.65,P 1,Tempat Pemrosesan Akhir (TPA) Sampah Muara Pawan,TPA Pemda (Non Regional),A,27144.43,27049.03,28.33,0.0,67.07,0.0,Jalan Ketapang-Siduk,Sungai Awan Kiri,Muara Pawan,Pemda DATI II,9.0,Open Dumping,8800.0,Manual Book,Tidak Ada,Setahun Sekali,3.0,,,ADA,,,2018.0,,True,True
2025,Kalimantan Barat,Kab. Kubu Raya,168732.2,0.0,0.0,21.68,0.01,21.68,0.01,0.0,21.68,0.01,P 1,TPA RASAU JAYA,TPA Pemda (Non Regional),A,27375.0,27375.0,0.0,0.0,0.0,0.0,Jalan Sultan Agung,,,Pemda DATI II,3.6,Tidak Diketahui,,Manual Book,Tidak Ada,,,,,TIDAK ADA,,,1997.0,,True,True
2025,Kalimantan Barat,Kab. Landak,60594.82,298.94,0.49,0.0,0.0,298.94,0.49,298.94,0.0,0.49,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Barat,Kab. Mempawah,34625.87,1.92,0.01,0.93,0.0,2.84,0.01,0.0,0.93,0.0,P 1,TPA Sungai Bakau Besar Laut,TPA Pemda (Non Regional),A,11782.2,10220.0,730.0,832.2,0.0,0.0,Jl. Aswar,Sungai Bakau Besar Laut,Sungai Pinyuh,Pemda DATI II,2.4,Open Dumping,5400.0,,Tidak Ada,Setahun Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,TPA TEMAJUK (OPEN DUMPING),TPA Pemda (Non Regional),A,963.6,963.6,0.0,0.0,0.0,0.0,CAMAR BULAN,TEMAJUK,PALOH,Pemda DATI II,0.0,Open Dumping,5000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,2019.0,,True,True
2025,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,TPA SEKURA / TELUK KERAMAT (OPEN DUMPING),TPA Pemda (Non Regional),A,3131.7,3076.95,0.0,0.0,54.75,0.0,Jalan Sungai Kumpai,Sungai Kumpai,Teluk Keramat,Pemda DATI II,0.0,Open Dumping,15000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,TPA JELU AIR (OPEN DUMPING),TPA Pemda (Non Regional),A,1445.4,1427.15,0.0,0.0,18.25,0.0,Jalan Jelu Air,Jelu Air,Jawai Selatan,Tidak Diketahui,0.0,Open Dumping,20000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,TPA SALATIGA (OPEN DUMPING),TPA Pemda (Non Regional),A,11081.4,10862.4,0.0,0.0,219.0,0.0,JALAN Salatiga,PARIT BARU,Salatiga,Pemda DATI II,0.0,Tidak Diketahui,3.5,Manual Book,Tidak Ada,Tidak Ditutup,,,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sambas,144045.72,9.48,0.01,14444.57,10.03,14454.05,10.03,1.85,1669.57,1.16,P 1,TPA SORAT (CONTROLLED LANDFILL),TPA Pemda (Non Regional),A,12775.0,12592.5,0.0,0.0,182.5,0.0,Jl Raya Subah,Lubuk Dagang,Sambas,Pemda DATI II,0.0,Control Landfill,1.5,Manual Book,Tidak Ada,Seminggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Gas Metana dibakar.,,2015.0,2024.0,True,True
2025,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,TPA Kembayan,TPA Pemda (Non Regional),A,732.15,695.65,0.0,0.0,36.5,0.0,Kembayan,,,Pemda DATI II,0.0,Open Dumping,4000.0,Manual Book,Ada tapi Rusak,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,TPA Sosok,TPA Pemda (Non Regional),A,1201.43,1164.93,0.0,0.0,36.5,0.0,Sosok,,,Pemda DATI II,0.0,Open Dumping,5000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,TPA Sei Kosak (Controlled Landfill),TPA Pemda (Non Regional),A,1384.02,1369.42,0.0,0.0,14.6,0.0,Jl. Aster,,,Pemda DATI II,4.5,Tidak Diketahui,10000.0,Manual Book,Tidak Ada,Seminggu Sekali,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",,ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,TPA Tanjak Mulung,TPA Pemda (Non Regional),A,793.77,757.27,0.0,0.0,36.5,0.0,Meliau,,,Pemda DATI II,0.0,Open Dumping,15000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,TPA Bodok,TPA Pemda (Non Regional),A,1203.51,1203.51,0.0,0.0,0.0,0.0,Bodok,,,Pemda DATI II,0.0,Open Dumping,50000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,TPA Sungai Setia,TPA Pemda (Non Regional),A,795.77,759.27,0.0,0.0,36.5,0.0,Kecamatan Toba,,,Pemda DATI II,0.0,Open Dumping,10000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Kalimantan Barat,Kab. Sanggau,94056.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,TPA Sungai Kosak,TPA Pemda (Non Regional),A,14662.05,13749.55,0.0,0.0,912.5,0.0,Jl. Aster,Sungai Sengkuang,Kapuas,Pemda DATI II,4.5,Open Dumping,20085.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,1994.0,,True,True
2025,Kalimantan Barat,Kota Pontianak,175277.85,0.0,0.0,40190.95,22.93,40190.95,22.93,0.0,40189.31,22.93,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Barat,Kota Singkawang,36043.46,0.0,0.0,5170.59,14.35,5170.59,14.35,0.0,5170.59,14.35,P 1,TPA WONOSARI,TPA Pemda (Non Regional),A,33507.0,33507.0,0.0,0.0,0.0,0.0,Jl Wonosari,Roban,Singkawang Tengah,Pemda DATI II,9.77,Open Dumping,11921.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Tidak Ditutup,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Gas Metana dibakar.,,2007.0,,True,True
2025,Kalimantan Selatan,Kab. Balangan,21621.01,64.18,0.3,3872.82,17.91,3937.0,18.21,61.94,3872.82,18.2,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Selatan,Kab. Banjar,130462.02,0.0,0.0,66740.55,51.16,66740.55,51.16,0.0,41190.55,31.57,P 1,TPA REGIONAL BANJAR BAKULA,TPA Regional,A,25550.0,25550.0,0.0,0.0,0.0,0.0,"Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan 70733",,,Swasta,24.0,Sanitary Landfill,7.3,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Setiap Hari,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Gas Metana dibakar.,,,,True,True
2025,Kalimantan Selatan,Kab. Banjar,130462.02,0.0,0.0,66740.55,51.16,66740.55,51.16,0.0,41190.55,31.57,P 1,TPA Cahaya Kencana,TPA Pemda (Non Regional),A,28470.0,27740.0,0.0,0.0,730.0,0.0,"jalan padang panjang, Kecamatan Karang Intan",Desa Padang Panjang,Karang Intan,Pemda DATI II,0.0,Open Dumping,29714.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada tapi Rusak,Seminggu Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",1.0,ADA,Tidak ada. Gas Metana dibakar.,,2012.0,,True,True
2025,Kalimantan Selatan,Kab. Barito Kuala,36112.99,2476.85,6.86,23504.77,65.09,25981.62,71.95,2238.55,8539.77,29.85,P 1,TPA Banjarbakula,,A,17155.0,17155.0,0.0,0.0,0.0,0.0,Jalan Trans Kalimantan,,,Tidak Diketahui,0.0,Open Dumping,,,,Dua Minggu Sekali,,,,TIDAK ADA,,,,,True,True
2025,Kalimantan Selatan,Kab. Hulu Sungai Selatan,40175.88,85.89,0.21,28680.19,71.39,28766.08,71.6,55.85,10430.19,26.1,P 1,TPA MALUTU,TPA Pemda (Non Regional),A,18177.0,15895.75,803.0,821.25,657.0,0.0,PAHARUANGAN 4,SEI RAYA SELATAN,SUNGAI RAYA,Pemda DATI II,9.0,Control Landfill,1500.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Setiap Hari,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,2020.0,2025.0,True,True
2025,Kalimantan Selatan,Kab. Hulu Sungai Tengah,49201.82,10.13,0.02,29445.29,59.85,29455.43,59.87,2.22,9932.39,20.19,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Selatan,Kab. Hulu Sungai Utara,34784.5,0.0,0.0,93.78,0.27,93.78,0.27,0.0,93.78,0.27,P 1,TPA TEBING LIRING,TPA Pemda (Non Regional),A,17002.59,16789.16,0.0,0.0,213.44,0.0,Jln. Guntung - lampihong,Desa Tabing Lering,Amuntai Utara,Pemda DATI II,70.0,Control Landfill,30000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Seminggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",4.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,2008.0,,True,True
2025,Kalimantan Selatan,Kab. Kotabaru,66806.99,0.0,0.0,2984.46,4.47,2984.46,4.47,0.0,2947.96,4.41,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Selatan,Kab. Tabalong,50238.92,0.0,0.0,32952.14,65.59,32952.14,65.59,0.0,459.84,0.92,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Selatan,Kab. Tanah Bumbu,72598.74,238.31,0.33,61632.29,84.89,61870.6,85.22,238.3,10696.54,15.06,P 1,TPA Sungai Dua,TPA Pemda (Non Regional),A,34083.7,34076.45,0.0,0.0,7.25,0.0,Jl Raya serongga,Sungai Dua,Simpang Empat,Pemda DATI II,5.5,Control Landfill,20000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,2-3x Seminggu,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12.0,ADA,Untuk Bahan Bakar,,2011.0,,True,True
2025,Kalimantan Selatan,Kab. Tanah Bumbu,72598.74,238.31,0.33,61632.29,84.89,61870.6,85.22,238.3,10696.54,15.06,P 1,TPA Satui,TPA Pemda (Non Regional),A,17122.15,17122.15,0.0,0.0,0.0,0.0,Jombang,Sinar Bulan,Satui,Pemda DATI II,12.0,Control Landfill,20000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,2-3x Seminggu,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",22.0,ADA,,,2021.0,2040.0,True,True
2025,Kalimantan Selatan,Kab. Tanah Laut,53993.43,543.17,1.01,16816.36,31.15,17359.54,32.15,3.1,22.71,0.05,P 1,TPA Bakunci,TPA Pemda (Non Regional),A,16793.65,16681.96,33.95,0.0,77.75,0.0,Jl. Raya Taskisung,Karang Taruna,Pelaihari,Pemda DATI II,13.0,Control Landfill,,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,2-3x Seminggu,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",1.0,ADA,Untuk Bahan Bakar,,2007.0,,True,True
2025,Kalimantan Selatan,Kab. Tapin,27805.7,3.83,0.01,3793.81,13.64,3797.65,13.66,2.19,3793.81,13.65,P 1,TPA HATIWIN,TPA Pemda (Non Regional),A,17172.52,17172.52,0.0,0.0,0.0,0.0,Jalan Antang,Desa Hatiwin,Tapin Selatan,Pemda DATI II,8.0,Open Dumping,600.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Dua Minggu Sekali,4.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,2013.0,2023.0,True,True
2025,Kalimantan Selatan,Kota Banjarmasin,174188.15,35.41,0.02,117162.4,67.26,117197.81,67.28,35.41,17931.31,10.31,P 1,TPA Sampah Regional Banjarbakula,TPA Regional,A,85191.37,85191.37,0.0,0.0,0.0,0.0,"Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan",,,Tidak Diketahui,0.0,Control Landfill,80000.0,,,Sebulan Sekali,,,,TIDAK ADA,,,,,True,True
2025,Kalimantan Tengah,Kab. Barito Selatan,24813.8,0.0,0.0,761.94,3.07,761.94,3.07,0.0,761.94,3.07,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Tengah,Kab. Barito Timur,17032.94,0.0,0.0,267.15,1.57,267.15,1.57,0.0,267.15,1.57,P 1,TPA Luaw Benawa,TPA Pemda (Non Regional),A,4982.25,4876.4,0.0,0.0,105.85,0.0,Murutuwu,Murutuwu,Paju Epat,Pemda DATI II,2.2,Open Dumping,6000.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,ADA,,,2008.0,,True,True
2025,Kalimantan Tengah,Kab. Barito Utara,,,,,,,,,,,,TPA KM 13,TPA Pemda (Non Regional),A,6745.2,6745.2,0.0,0.0,0.0,0.0,Jl. Negara Muara Teweh - Puruk Cahu Km.13,Desa Ipu,Lahei,Pemda DATI II,5.0,Open Dumping,12000.0,Manual Book,Tidak Ada,Dua Minggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",4.0,ADA,Tidak ada. Gas Metana dibakar.,,2017.0,2022.0,False,True
