Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2,Nama Fasilitas,Jenis,Status,Sampahmasuk (ton/thn),Sampahmasuk Landfill (ton/thn),Sampah Organikterolah (ton/thn),Sampah An-Organikterolah (ton/thn),RecoveryPemulung (ton/thn),Energi(MW),Alamat,Kelurahan,Kecamatan,Pengelola,Luas (hektar),Sistem Operasional,Luas Landfill Aktif (m2),Pencatatan,Jembatan Timbang,Penutupan Sampah Zona Aktif,Jml Sumur Pantau,IPL,Jml Uji Lindi,Ada Drainase,Pemanfaatan Gas Metana,Jumlah KK yang memanfaatkan gas Metana,Tahun Awal Operasi,Tahun Akhir Operasi,Ada Data SIPSN,Ada Data TPA
2025,Jawa Tengah,Kab. Boyolali,109791.6,394.78,0.36,66625.85,60.68,67020.62,61.04,394.78,22241.85,20.62,P 1,TPA WINONG,TPA Pemda (Non Regional),A,42778.0,41186.6,182.5,0.0,1408.9,0.0,Dk. Kuncen,Desa Winong,Boyolali,Lainnya,60.0,Control Landfill,5689.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,1990.0,2027.0,True,True
2025,Jawa Tengah,Kab. Brebes,,,,,,,,,,,,TPA Kalijurang,TPA Pemda (Non Regional),A,29200.0,29017.5,0.0,0.0,182.5,0.0,Desa Kalijurang,Desa Kalijurang,Tonjong,Pemda DATI II,2.0,Open Dumping,6000.0,Manual Book,Tidak Ada,Dua Minggu Sekali,2.0,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,ADA,,,2004.0,2027.0,False,True
2025,Jawa Tengah,Kab. Brebes,,,,,,,,,,,,TPA Kaliwlingi,TPA Pemda (Non Regional),A,54750.0,47085.0,365.0,0.0,7300.0,0.0,desa Kaliwlingi,desa kaliwlingi,brebes,Pemda DATI II,4.0,Open Dumping,15000.0,Manual Book,Ada tapi Rusak,Tidak Ditutup,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,2005.0,2026.0,False,True
2025,Jawa Tengah,Kab. Demak,230903.38,3686.5,1.6,3113.77,1.35,6800.27,2.95,3686.5,3113.77,2.95,P 1,TPA BERAHAN KULON,TPA Pemda (Non Regional),A,43800.0,35040.0,1095.0,365.0,7300.0,0.0,"Babalan - Prawoto, Area Sawah, Berahan Wetan, Kec. Wedung, Kabupaten Demak, Jawa Tengah",,,Pemda DATI II,25.06,Open Dumping,11000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Sebulan Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Gas Metana dibakar.,,2021.0,2035.0,True,True
2025,Jawa Tengah,Kab. Jepara,,,,,,,,,,,,TPA Karimunjawa,TPA Pemda (Non Regional),A,803.0,781.15,18.72,3.13,0.0,0.0,Jl. Sunan Nyamplungan RT. 3/4,,,Pemda DATI II,1.0,Control Landfill,848.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Seminggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",,ADA,,,2022.0,2033.0,False,True
2025,Jawa Tengah,Kab. Jepara,,,,,,,,,,,,TPA Bandengan Jepara,TPA Pemda (Non Regional),A,63108.5,59750.5,1168.0,0.0,2190.0,0.0,Jl. Syaikh Khidhir Al-Limboriy RT 02 RW 3,Bandengan,Jepara,Pemda DATI II,7.29,Control Landfill,11.19,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,2-3x Seminggu,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",90.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,1994.0,2023.0,False,True
2025,Jawa Tengah,Kab. Karanganyar,,,,,,,,,,,,TPA Sukosari Jumantono,TPA Pemda (Non Regional),A,54750.0,52833.75,0.0,0.0,1916.25,0.0,Desa Sukosari Kecamatan Jumantono,Sukosari,Jumantono,Pemda DATI II,5.6,Control Landfill,18000.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Gas Metana dibakar.,,,,False,True
2025,Jawa Tengah,Kab. Klaten,239352.07,0.0,0.0,126005.61,52.64,126005.61,52.64,0.0,65415.61,27.33,P 1,2025 TPA KABUPATEN TROKETON,TPA Pemda (Non Regional),A,61320.0,57670.0,3650.0,0.0,0.0,0.0,TROKETON PEDAN,,,Pemda DATI II,9.05,Open Dumping,34559.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Dua Minggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Gas Metana dibakar.,,2018.0,2038.0,True,True
2025,Jawa Tengah,Kab. Magelang,,,,,,,,,,,,TPA KLEGEN,TPA Pemda (Non Regional),A,29787.65,29276.65,0.0,0.0,511.0,0.0,Jl.Grabag-Cokro Km.4 Pule Wayang,,,Pemda DATI II,1.2,Control Landfill,643.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),,Seminggu Sekali,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,,,2004.0,,False,True
2025,Jawa Tengah,Kab. Pati,,,,,,,,,,,,TPA Sukoharjo,TPA Pemda (Non Regional),A,68985.0,68437.5,182.5,0.0,365.0,0.0,Ds. Sukoharjo kec. Margorejo Kab. Pati,Sukoharjo,Margorejo,Pemda DATI II,12.5,Open Dumping,1.2,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Dua Minggu Sekali,4.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Gas Metana dibakar.,,2017.0,2025.0,False,True
2025,Jawa Tengah,Kab. Pekalongan,,,,,,,,,,,,TPA BOJONGLARANG,TPA Pemda (Non Regional),A,52560.0,49092.5,365.0,0.0,3102.5,0.0,"Dukuh Bojonglarang, Desa Linggoasri, Kecamatan Kajen",,,Pemda DATI II,4.54,Open Dumping,20400.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada tapi Rusak,Setahun Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",,ADA,Tidak ada. Gas Metana dibakar.,,2002.0,,False,True
2025,Jawa Tengah,Kab. Purworejo,,,,,,,,,,,,TPA JETIS,TPA Pemda (Non Regional),A,25144.85,23126.4,543.85,635.1,839.5,0.0,RT 02 RW 02,JETIS,LOANO,Pemda DATI II,4.79,Control Landfill,20000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Seminggu Sekali,5.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",3.0,ADA,Untuk Bahan Bakar,,1997.0,2022.0,False,True
2025,Jawa Tengah,Kab. Semarang,198693.04,5614.67,2.83,22685.3,11.42,28299.98,14.24,5614.67,22685.3,14.24,P 1,Pengolahan Maggot TPA Blondo,TPA Pemda (Non Regional),A,98915.0,94706.55,1642.5,0.0,2565.95,0.0,Blondo,BLONDO,BAWEN,Pemda DATI II,57.0,Tidak Diketahui,5290.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),,Seminggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,2009.0,,True,True
2025,Jawa Tengah,Kab. Sragen,220042.66,385.75,0.18,94843.13,43.1,95228.88,43.28,385.71,25493.13,11.76,P 1,TPA Tanggan,TPA Pemda (Non Regional),A,71175.0,64787.5,3650.0,1825.0,912.5,0.0,Jl. Jati Sari,Tanggan,Gesi,Pemda DATI II,5.0,Control Landfill,7.99,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Tidak Ada,Seminggu Sekali,4.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Gas Metana dibakar.,,1991.0,2025.0,True,True
2025,Jawa Tengah,Kab. Sukoharjo,133938.65,504.25,0.38,20478.24,15.29,20982.49,15.67,386.16,20478.24,15.58,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Tengah,Kab. Tegal,241609.56,0.0,0.0,24290.89,10.05,24290.89,10.05,0.0,24290.89,10.05,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Tengah,Kab. Wonogiri,127590.96,43898.19,34.41,32174.16,25.22,76072.34,59.62,43898.19,5821.16,38.97,P 1,TPA NGADIROJO,TPA Pemda (Non Regional),A,26353.0,25843.4,365.0,0.0,144.6,0.0,Jl.Kasihan,KERJO LOR,NGADIROJO,Pemda DATI II,8.2,Open Dumping,20.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Sebulan Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Gas Metana dibakar.,,1991.0,2026.0,True,True
2025,Jawa Tengah,Kab. Wonosobo,134393.88,6915.27,5.15,62202.45,46.28,69117.71,51.43,6900.33,16212.45,17.2,P 1,TPA Wonorejo,TPA Pemda (Non Regional),A,45990.0,44530.0,0.0,0.0,1460.0,0.0,Jl. Dusun Losari,Wonorejo,Selomerto,Lainnya,2.7,Control Landfill,12207.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Seminggu Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Gas Metana dibakar.,,1985.0,,True,True
2025,Jawa Tengah,Kota Magelang,31099.96,31.88,0.1,29693.57,95.48,29725.44,95.58,31.88,5278.72,17.08,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Tengah,Kota Semarang,434518.12,136438.3,31.4,132936.81,30.59,269375.11,61.99,136438.3,132936.81,61.99,P 1,TPA Jatibarang,TPA Pemda (Non Regional),A,299665.0,291600.98,0.0,0.0,8064.02,0.0,Jl. Untung Suropati,Bambankerep,Mijen,Lainnya,46.02,Open Dumping,232.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Dua Minggu Sekali,6.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Gas Metana dibakar.,,1990.0,2021.0,True,True
2025,Jawa Tengah,Kota Surakarta,153840.85,8304.08,5.4,20679.14,13.44,28983.22,18.84,4936.63,9659.79,9.49,P 1,TPA PUTRI CEMPO,TPA Pemda (Non Regional),A,121506.82,121506.82,0.0,0.0,0.0,5.0,Jatirejo RT 06 RW 11,Mojosongo,Jebres,Pemda DATI II,17.0,Tidak Diketahui,,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Tidak Ditutup,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",1.0,ADA,Untuk Energi Listrik,,1986.0,,True,True
2025,Jawa Timur,Kab. Bangkalan,154058.03,5.48,0.0,20316.33,13.19,20321.8,13.19,5.48,18115.38,11.76,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Timur,Kab. Banyuwangi,307381.4,8212.18,2.67,185377.7,60.31,193589.88,62.98,7878.16,108092.6,37.73,P 1,TPA Blimbingsari,TPA Pemda (Non Regional),A,60225.0,48180.0,7300.0,0.0,4745.0,0.0,Kecamatan Blimbingsari,,,Pemda DATI II,2.1,Control Landfill,21992.0,,,2-3x Seminggu,,,,TIDAK ADA,,,,,True,True
2025,Jawa Timur,Kab. Blitar,151971.64,35.95,0.02,4811.61,3.17,4847.56,3.19,0.0,4811.61,3.17,P 1,TPA TEGALASRI,TPA Pemda (Non Regional),A,80499.62,77811.98,2117.0,567.21,3.43,0.0,"Dusun Caruban RT 03/RW 14 Desa Tegalasri, Kecamatan Wlingi, Kabupaten Blitar",DUSUN TEGALASRI,WLINGI,Pemda DATI II,1.41,Open Dumping,84.6,Manual Book,Tidak Ada,Sebulan Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Untuk Bahan Bakar,15.0,1994.0,,True,True
2025,Jawa Timur,Kab. Bojonegoro,,,,,,,,,,,,TPA Banjarsari,TPA Pemda (Non Regional),A,27027.15,24895.55,1168.0,0.0,963.6,0.0,jl tugu,banjarsari,trucuk,Lainnya,4.95,Open Dumping,20000.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Sebulan Sekali,4.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12.0,ADA,Untuk Energi Listrik,,1991.0,,False,True
2025,Jawa Timur,Kab. Bondowoso,115832.6,43.8,0.04,41.16,0.04,84.96,0.07,43.8,41.16,0.07,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Timur,Kab. Jember,383312.63,76.02,0.02,2088.69,0.54,2164.71,0.56,0.0,2088.69,0.54,P 1,TPA Kencong,TPA Pemda (Non Regional),A,2190.0,1825.0,0.0,0.0,365.0,0.0,"Ds. Kraton, Kec.Kencong",,,Pemda DATI II,1.5,Open Dumping,14.0,Manual Book,Tidak Ada,3-4 Bulan Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Jawa Timur,Kab. Jember,383312.63,76.02,0.02,2088.69,0.54,2164.71,0.56,0.0,2088.69,0.54,P 1,TPA Ambulu,TPA Pemda (Non Regional),A,6570.0,6205.0,0.0,0.0,365.0,0.0,"Ds Langon, Kec.Ambulu",,,Pemda DATI II,1.5,Open Dumping,1.4,Manual Book,Tidak Ada,3-4 Bulan Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Jawa Timur,Kab. Jember,383312.63,76.02,0.02,2088.69,0.54,2164.71,0.56,0.0,2088.69,0.54,P 1,TPA PAKUSARI,TPA Pemda (Non Regional),A,83220.0,72160.5,4270.5,3942.0,2847.0,0.0,DUSUN LAMPARAN,,,Pemda DATI II,68.0,Open Dumping,32.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Dua Minggu Sekali,4.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",,ADA,Tidak ada. Melepas gas Metana ke udara.,4.0,,,True,True
2025,Jawa Timur,Kab. Jember,383312.63,76.02,0.02,2088.69,0.54,2164.71,0.56,0.0,2088.69,0.54,P 1,TPA Tanggul,TPA Pemda (Non Regional),A,1460.0,1095.0,0.0,0.0,365.0,0.0,Ds.Manggisan Kec.Tanggul,,,Pemda DATI II,2.0,Open Dumping,1.4,Manual Book,Tidak Ada,3-4 Bulan Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,,,True,True
2025,Jawa Timur,Kab. Jombang,195051.91,48.31,0.02,103281.35,52.95,103329.66,52.98,47.89,38106.95,19.56,P 1,TPA Banjardowo,TPA Pemda (Non Regional),A,71069.15,69061.65,839.5,1168.0,0.0,0.0,Desa Banjardowo,Banjardowo,Jombang,Pemda DATI II,39.24,Control Landfill,44684.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,5.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,1994.0,,True,True
2025,Jawa Timur,Kab. Kediri,247028.5,65611.09,26.56,77173.09,31.24,142784.17,57.8,65464.14,26584.08,37.26,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Timur,Kab. Lamongan,199655.44,655.18,0.33,29624.7,14.84,30279.87,15.17,655.18,29624.7,15.17,P 1,TPA TAMBAKRIGADUNG,TPA Pemda (Non Regional),A,54750.0,49092.5,3650.0,1825.0,182.5,0.0,"DESA TAMBAKRIGADUNG, KECAMATAN TIKUNG",,,Pemda DATI II,6.66,Open Dumping,20.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Sebulan Sekali,4.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,1989.0,,True,True
2025,Jawa Timur,Kab. Madiun,107729.75,25268.16,23.46,41845.93,38.84,67114.1,62.3,24666.23,26844.44,47.81,P 1,TPA Kaliabu,TPA Pemda (Non Regional),A,15768.0,12629.0,540.2,1741.05,857.75,0.0,Jl. Melati,Desa Kaliabu,Mejayan,Pemda DATI II,5.0,Sanitary Landfill,2485.16,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Seminggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",4.0,ADA,Untuk Bahan Bakar,1.0,2018.0,2023.0,True,True
2025,Jawa Timur,Kab. Magetan,101148.8,849.09,0.84,77931.44,77.05,78780.53,77.89,840.67,60100.68,60.25,P 1,Milangasri,TPA Pemda (Non Regional),A,17830.25,17829.88,0.1,0.21,0.05,0.0,Waru Wetan,Milangasri,Panekan,Pemda DATI II,4.2,Control Landfill,500.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",4.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,,,True,True
2025,Jawa Timur,Kab. Malang,356238.93,0.0,0.0,232903.05,65.38,232903.05,65.38,0.0,71244.55,20.0,P 1,TPA PARAS PONCOKUSUMO,TPA Pemda (Non Regional),A,54969.0,54969.0,0.0,0.0,0.0,0.0,Jln. Raya Paras RT 23 RW 05,DESA KARANG NONGKO,KECAMATAN PONCOKUSUMO,Pemda DATI II,4.56,Control Landfill,778.0,Manual Book,Tidak Ada,Seminggu Sekali,,,,TIDAK ADA,Tidak ada. Melepas gas Metana ke udara.,160.0,1995.0,,True,True
2025,Jawa Timur,Kab. Malang,356238.93,0.0,0.0,232903.05,65.38,232903.05,65.38,0.0,71244.55,20.0,P 1,TPA Randuagung,TPA Pemda (Non Regional),A,55407.0,55407.0,0.0,0.0,0.0,0.0,Jln. Gondang RT 02 RW 04,Desa Randuagung,Singosari,Lainnya,456.0,Control Landfill,317000.0,Manual Book,Tidak Ada,Seminggu Sekali,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",,TIDAK ADA,,,,,True,True
2025,Jawa Timur,Kab. Malang,356238.93,0.0,0.0,232903.05,65.38,232903.05,65.38,0.0,71244.55,20.0,P 1,TPA SAMPAH WISATA EDUKASI TALANGAGUNG KEPANJEN,TPA Pemda (Non Regional),A,104134.5,104134.5,0.0,0.0,0.0,0.0,Jln. Dusun Kasin RT 01 RW 03,Desa Talangagung,Kepanjen,Pemda DATI II,99999.99,Control Landfill,2000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Seminggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Melepas gas Metana ke udara.,250.0,1991.0,,True,True
2025,Jawa Timur,Kab. Mojokerto,164577.1,881.77,0.54,86165.45,52.36,87047.22,52.89,881.77,53315.45,32.93,P 1,TPA Karangdiyeng,TPA Pemda (Non Regional),A,32850.0,26280.0,3066.0,2281.25,1222.75,0.0,"Desa Karangdiyeng, Kecamatan Kutorejo",,,Pemda DATI II,4.2,Control Landfill,1.2,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,2-3x Seminggu,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",,ADA,Tidak ada. Gas Metana dibakar.,,,,True,True
2025,Jawa Timur,Kab. Nganjuk,167697.21,2536.61,1.51,30620.67,18.26,33157.28,19.77,2525.93,16280.9,11.21,P 1,TPA Pandantoyo,TPA Pemda (Non Regional),A,5725.07,4581.96,232.82,337.78,572.51,0.0,Jl. Pandantoyo,Pandantoyo,Kertosono,Tidak Diketahui,0.0,Control Landfill,4000.0,Manual Book,Tidak Ada,Seminggu Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",,ADA,,,,,True,True
2025,Jawa Timur,Kab. Nganjuk,167697.21,2536.61,1.51,30620.67,18.26,33157.28,19.77,2525.93,16280.9,11.21,P 1,TPA Bendil,TPA Pemda (Non Regional),A,3816.71,3053.75,182.82,274.8,305.34,0.0,Jl. Bendil,Berbek,Nganjuk,Pemda DATI II,1.0,Control Landfill,4000.0,Manual Book,Tidak Ada,Seminggu Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",,ADA,,,,,True,True
2025,Jawa Timur,Kab. Nganjuk,167697.21,2536.61,1.51,30620.67,18.26,33157.28,19.77,2525.93,16280.9,11.21,P 1,TPA Kedungdowo,TPA Pemda (Non Regional),A,19137.76,15313.25,1771.59,513.23,1539.69,0.0,Jl. Kedungdowo,Kedungdowo,Nganjuk,Pemda DATI II,0.0,Open Dumping,8050.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Sebulan Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,,,True,True
2025,Jawa Timur,Kab. Ngawi,135732.85,113.31,0.08,17820.96,13.13,17934.26,13.21,113.15,5757.71,4.33,P 1,TPA Mantingan,TPA Pemda (Non Regional),A,1825.0,1752.0,0.0,0.0,73.0,0.0,Jatimulyo,Jatimulyo,Mantingan,Pemda DATI II,0.54,Open Dumping,2800.0,Manual Book,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,ADA,,,2016.0,2026.0,True,True
2025,Jawa Timur,Kab. Ngawi,135732.85,113.31,0.08,17820.96,13.13,17934.26,13.21,113.15,5757.71,4.33,P 1,TPA Karangjati,TPA Pemda (Non Regional),A,1460.0,1387.0,0.0,0.0,73.0,0.0,Legundi,Legundi,Karangjati,Pemda DATI II,0.09,Open Dumping,4800.0,,Tidak Ada,Tidak Ditutup,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,2015.0,2025.0,True,True
2025,Jawa Timur,Kab. Pacitan,109589.86,13.37,0.01,34121.16,31.14,34134.53,31.15,10.97,23371.91,21.34,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Timur,Kab. Pamekasan,102565.04,49.66,0.05,63082.91,61.51,63132.57,61.55,31.76,14950.36,14.61,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Jawa Timur,Kab. Pasuruan,246806.14,0.18,0.0,31421.81,12.73,31421.99,12.73,0.0,19121.31,7.75,P 1,WONOKERTO,TPA Regional,A,73000.0,68802.5,182.5,1095.0,2920.0,0.0,Desa Wonokerto,,,Pemda DATI I,0.0,Open Dumping,2250.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,2-3x Seminggu,,,,TIDAK ADA,Tidak ada. Melepas gas Metana ke udara.,,,,True,True
2025,Jawa Timur,Kab. Ponorogo,142935.17,0.0,0.0,26256.67,18.37,26256.67,18.37,0.0,11656.67,8.16,P 1,TPA Mrican,TPA Pemda (Non Regional),A,19710.0,19710.0,0.0,0.0,0.0,0.0,Mrican,Mrican,Jenangan,Pemda DATI II,2.22,Open Dumping,0.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Sebulan Sekali,2.0,,1.0,ADA,Untuk Bahan Bakar,,,2020.0,True,True
2025,Jawa Timur,Kab. Probolinggo,174217.71,188.36,0.11,5264.24,3.02,5452.6,3.13,188.32,5264.24,3.13,P 1,TPA Seboroh Krejengan,TPA Pemda (Non Regional),A,17409.4,17409.4,0.0,0.0,0.0,0.0,Seboro,Seboroh,Krejengan,Pemda DATI II,5.1,Open Dumping,18000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Sebulan Sekali,7.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Melepas gas Metana ke udara.,2.0,2012.0,2023.0,True,True
